VCC	3.3	Max ADC	4096	Pull Down	10000	Thermistor	10000				
ADC Value (0-4096)	Ratio	Voltage	Thermistor Resistance	Temperature (K)	Temperature (C)						
0	0	0	0	#NUM!	#NUM!						
3604	0.8798828125	2.903613281	73252.03252	257.98	-15.17						
3608	0.880859375	2.906835938	73934.42623	257.81	-15.34						
3612	0.8818359375	2.910058594	74628.09917	257.65	-15.50						
3616	0.8828125	2.91328125	75333.33333	257.48	-15.67						
3620	0.8837890625	2.916503906	76050.42017	257.31	-15.84						
3624	0.884765625	2.919726563	76779.66102	257.14	-16.01						
3628	0.8857421875	2.922949219	77521.36752	256.97	-16.18						
3632	0.88671875	2.926171875	78275.86207	256.80	-16.35						
3636	0.8876953125	2.929394531	79043.47826	256.63	-16.52						
3640	0.888671875	2.932617188	79824.5614	256.46	-16.69						
3644	0.8896484375	2.935839844	80619.46903	256.28	-16.87						
3648	0.890625	2.9390625	81428.57143	256.11	-17.04						
3652	0.8916015625	2.942285156	82252.25225	255.93	-17.22						
3656	0.892578125	2.945507813	83090.90909	255.75	-17.40						
3660	0.8935546875	2.948730469	83944.95413	255.57	-17.58						
3664	0.89453125	2.951953125	84814.81481	255.39	-17.76						
3668	0.8955078125	2.955175781	85700.93458	255.21	-17.94						
3672	0.896484375	2.958398438	86603.77358	255.03	-18.12						
3676	0.8974609375	2.961621094	87523.80952	254.84	-18.31						
3680	0.8984375	2.96484375	88461.53846	254.66	-18.49						
3684	0.8994140625	2.968066406	89417.47573	254.47	-18.68						
3688	0.900390625	2.971289063	90392.15686	254.28	-18.87						
3692	0.9013671875	2.974511719	91386.13861	254.09	-19.06						
3696	0.90234375	2.977734375	92400	253.90	-19.25						
3700	0.9033203125	2.980957031	93434.34343	253.71	-19.44						
3704	0.904296875	2.984179688	94489.79592	253.51	-19.64						
3708	0.9052734375	2.987402344	95567.01031	253.32	-19.83						
3712	0.90625	2.990625	96666.66667	253.12	-20.03						
3716	0.9072265625	2.993847656	97789.47368	252.92	-20.23						
3720	0.908203125	2.997070313	98936.17021	252.72	-20.43						
3724	0.9091796875	3.000292969	100107.5269	252.52	-20.63						
3728	0.91015625	3.003515625	101304.3478	252.32	-20.83						
3732	0.9111328125	3.006738281	102527.4725	252.11	-21.04						
3736	0.912109375	3.009960938	103777.7778	251.90	-21.25						
3740	0.9130859375	3.013183594	105056.1798	251.69	-21.46						
3744	0.9140625	3.01640625	106363.6364	251.48	-21.67						
3748	0.9150390625	3.019628906	107701.1494	251.27	-21.88						
3752	0.916015625	3.022851563	109069.7674	251.06	-22.09						
3756	0.9169921875	3.026074219	110470.5882	250.84	-22.31						
3760	0.91796875	3.029296875	111904.7619	250.62	-22.53						
3764	0.9189453125	3.032519531	113373.494	250.40	-22.75						
3768	0.919921875	3.035742188	114878.0488	250.18	-22.97						
3772	0.9208984375	3.038964844	116419.7531	249.95	-23.20						
3776	0.921875	3.0421875	118000	249.73	-23.42						
3780	0.9228515625	3.045410156	119620.2532	249.50	-23.65						
3784	0.923828125	3.048632813	121282.0513	249.26	-23.89						
3788	0.9248046875	3.051855469	122987.013	249.03	-24.12						
3792	0.92578125	3.055078125	124736.8421	248.79	-24.36						
3796	0.9267578125	3.058300781	126533.3333	248.55	-24.60						
3800	0.927734375	3.061523438	128378.3784	248.31	-24.84						
3804	0.9287109375	3.064746094	130273.9726	248.07	-25.08						
3808	0.9296875	3.06796875	132222.2222	247.82	-25.33						
3812	0.9306640625	3.071191406	134225.3521	247.57	-25.58						
3816	0.931640625	3.074414063	136285.7143	247.32	-25.83						
3820	0.9326171875	3.077636719	138405.7971	247.06	-26.09						
3824	0.93359375	3.080859375	140588.2353	246.81	-26.34						
3828	0.9345703125	3.084082031	142835.8209	246.54	-26.61						
3832	0.935546875	3.087304688	145151.5152	246.28	-26.87						
3836	0.9365234375	3.090527344	147538.4615	246.01	-27.14						
3840	0.9375	3.09375	150000	245.74	-27.41						
3844	0.9384765625	3.096972656	152539.6825	245.47	-27.68						
3848	0.939453125	3.100195313	155161.2903	245.19	-27.96						
3852	0.9404296875	3.103417969	157868.8525	244.91	-28.24						
3856	0.94140625	3.106640625	160666.6667	244.62	-28.53						
3860	0.9423828125	3.109863281	163559.322	244.33	-28.82						
3864	0.943359375	3.113085938	166551.7241	244.04	-29.11						
3868	0.9443359375	3.116308594	169649.1228	243.74	-29.41						
3872	0.9453125	3.11953125	172857.1429	243.44	-29.71						
3876	0.9462890625	3.122753906	176181.8182	243.13	-30.02						
3880	0.947265625	3.125976563	179629.6296	242.82	-30.33						
3884	0.9482421875	3.129199219	183207.5472	242.50	-30.65						
3888	0.94921875	3.132421875	186923.0769	242.18	-30.97						
3892	0.9501953125	3.135644531	190784.3137	241.85	-31.30						
3896	0.951171875	3.138867188	194800	241.52	-31.63						
3900	0.9521484375	3.142089844	198979.5918	241.19	-31.96						
3904	0.953125	3.1453125	203333.3333	240.84	-32.31						
3908	0.9541015625	3.148535156	207872.3404	240.49	-32.66						
3912	0.955078125	3.151757813	212608.6957	240.14	-33.01						
3916	0.9560546875	3.154980469	217555.5556	239.78	-33.37						
3920	0.95703125	3.158203125	222727.2727	239.41	-33.74						
3924	0.9580078125	3.161425781	228139.5349	239.03	-34.12						
3928	0.958984375	3.164648438	233809.5238	238.65	-34.50						
3932	0.9599609375	3.167871094	239756.0976	238.26	-34.89						
3936	0.9609375	3.17109375	246000	237.86	-35.29						
3940	0.9619140625	3.174316406	252564.1026	237.45	-35.70						
3944	0.962890625	3.177539063	259473.6842	237.04	-36.11						
3948	0.9638671875	3.180761719	266756.7568	236.61	-36.54						
3952	0.96484375	3.183984375	274444.4444	236.18	-36.97						
3956	0.9658203125	3.187207031	282571.4286	235.73	-37.42						
3960	0.966796875	3.190429688	291176.4706	235.27	-37.88						
3964	0.9677734375	3.193652344	300303.0303	234.80	-38.35						
3968	0.96875	3.196875	310000	234.32	-38.83						
3972	0.9697265625	3.200097656	320322.5806	233.83	-39.32						
3976	0.970703125	3.203320313	331333.3333	233.32	-39.83						
3980	0.9716796875	3.206542969	343103.4483	232.80	-40.35						
3984	0.97265625	3.209765625	355714.2857	232.26	-40.89						
3988	0.9736328125	3.212988281	369259.2593	231.71	-41.44						
3992	0.974609375	3.216210938	383846.1538	231.13	-42.02						
3996	0.9755859375	3.219433594	399600	230.54	-42.61						
4000	0.9765625	3.22265625	416666.6667	229.93	-43.22						
4004	0.9775390625	3.225878906	435217.3913	229.29	-43.86						
4008	0.978515625	3.229101563	455454.5455	228.63	-44.52						
4012	0.9794921875	3.232324219	477619.0476	227.95	-45.20						
4016	0.98046875	3.235546875	502000	227.23	-45.92						
4020	0.9814453125	3.238769531	528947.3684	226.48	-46.67						
4024	0.982421875	3.241992188	558888.8889	225.70	-47.45						
4028	0.9833984375	3.245214844	592352.9412	224.88	-48.27						
4032	0.984375	3.2484375	630000	224.02	-49.13						
4036	0.9853515625	3.251660156	672666.6667	223.10	-50.05						
4040	0.986328125	3.254882813	721428.5714	222.13	-51.02						
4044	0.9873046875	3.258105469	777692.3077	221.10	-52.05						
4048	0.98828125	3.261328125	843333.3333	220.00	-53.15						
4052	0.9892578125	3.264550781	920909.0909	218.81	-54.34						
4056	0.990234375	3.267773438	1014000	217.52	-55.63						
4060	0.9912109375	3.270996094	1127777.778	216.11	-57.04						
4064	0.9921875	3.27421875	1270000	214.56	-58.59						
4068	0.9931640625	3.277441406	1452857.143	212.82	-60.33						
4072	0.994140625	3.280664063	1696666.667	210.85	-62.30						
4076	0.9951171875	3.283886719	2038000	208.56	-64.59						
4080	0.99609375	3.287109375	2550000	205.81	-67.34						
4084	0.9970703125	3.290332031	3403333.333	202.36	-70.79						
4088	0.998046875	3.293554688	5110000	197.67	-75.48						
4092	0.9990234375	3.296777344	10230000	190.07	-83.08						
4096	1	3.3	#DIV/0!	#DIV/0!	#DIV/0!						
